sex,age,age_cat,race,decile_score,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_charge_degree,is_recid,decile_score,score_text,two_year_recid
Male,33,25 - 45,Hispanic,2,0,-1,2013-05-27 9:13,2013-05-28 1:06,M,0,2,Low,0
Male,20,Less than 25,African-American,3,1,39,2013-04-16 1:55,2013-05-24 1:42,F,1,3,Low,1
Male,28,25 - 45,Caucasian,10,1,-39,2013-03-25 11:45,2013-04-08 12:57,F,0,10,High,0
Male,29,25 - 45,African-American,2,3,0,2014-08-15 12:52,2014-08-15 2:28,F,1,2,Low,1
Male,25,25 - 45,African-American,5,1,0,2014-06-11 4:13,2014-06-12 3:47,F,1,5,Medium,1
Male,20,Less than 25,African-American,8,2,-1,2013-10-24 8:27,2013-11-26 12:02,F,1,8,High,1
Male,30,25 - 45,Caucasian,9,3,-39,2014-01-30 11:05,2014-01-31 2:15,M,1,9,High,1
Male,55,Greater than 45,African-American,4,5,-1,2013-01-05 5:44,2013-11-02 4:12,F,0,4,Low,0
Male,26,25 - 45,Caucasian,4,0,-1,2013-04-19 5:42,2013-04-20 7:58,M,0,4,Low,0
Female,52,Greater than 45,Caucasian,1,6,-13,2013-01-30 12:51,2013-02-06 9:57,F,0,1,Low,0
Male,52,Greater than 45,African-American,8,16,-1,2013-08-29 11:56,2013-08-30 8:01,F,1,8,High,1
Male,27,25 - 45,Hispanic,7,1,-1,2013-01-13 9:36,2013-01-15 10:41,F,1,7,Medium,1
Male,60,Greater than 45,Caucasian,2,2,-1,2013-09-06 10:11,2013-09-17 6:28,M,0,2,Low,0
Male,44,25 - 45,Caucasian,2,0,-1,2013-08-25 6:20,2013-08-27 8:52,M,0,2,Low,0
Male,30,25 - 45,Hispanic,2,1,-18,2013-07-28 11:05,2013-08-14 11:25,F,0,2,Low,0
Female,25,25 - 45,African-American,4,2,-1,2014-03-18 7:02,2014-03-19 1:20,M,0,4,Low,0
Female,20,Less than 25,Caucasian,8,4,-1,2014-08-25 4:16,2014-08-28 1:07,F,1,8,High,1
Male,28,25 - 45,Caucasian,7,3,-1,2013-01-29 7:31,2013-03-07 8:21,F,1,7,Medium,1
Male,39,25 - 45,African-American,4,3,-39,2013-01-27 3:35,2013-03-06 10:25,M,1,4,Low,0
Male,22,Less than 25,Caucasian,6,1,-12,2013-08-03 12:26,2013-08-15 10:46,F,0,6,Medium,0
Male,24,Less than 25,Caucasian,8,1,-1,2013-02-28 11:46,2013-03-01 1:12,F,1,8,High,1
Female,28,25 - 45,African-American,3,0,-1,2013-03-07 5:06,2013-09-14 5:58,F,0,3,Low,0
Male,35,25 - 45,African-American,6,10,-28,2014-11-04 9:02,2014-11-27 4:39,F,1,6,Medium,1
Male,30,25 - 45,Caucasian,1,0,0,2013-09-30 3:43,2013-09-30 8:10,M,0,1,Low,0
Male,22,Less than 25,African-American,3,0,-1,2014-12-03 7:24,2014-12-10 9:56,F,1,3,Low,1
Male,39,25 - 45,African-American,5,9,0,2013-04-25 2:54,2013-04-25 8:07,F,0,5,Medium,0
Female,46,Greater than 45,Other,1,1,-1,2013-09-09 10:34,2013-09-10 7:10,F,0,1,Low,0
Male,47,Greater than 45,Other,2,3,-1,2013-02-04 9:30,2013-02-08 9:07,M,0,2,Low,0
Male,26,25 - 45,African-American,7,5,-1,2013-02-26 9:51,2014-01-16 6:29,M,0,7,Medium,0
Male,33,25 - 45,African-American,4,3,-130,2013-05-30 4:59,2013-10-07 11:13,F,0,4,Low,0
Female,23,Less than 25,African-American,3,0,-1,2013-08-17 4:56,2013-09-11 7:01,F,0,3,Low,0
Female,52,Greater than 45,African-American,7,0,0,2014-09-21 3:44,2014-09-21 6:36,F,1,7,Medium,1
Female,22,Less than 25,African-American,5,0,-1,2014-08-06 9:01,2014-08-07 7:57,M,1,5,Medium,1
Male,54,Greater than 45,Caucasian,2,0,-1,2013-11-24 7:56,2013-11-26 9:41,F,0,2,Low,0
Male,50,Greater than 45,African-American,6,2,0,2013-09-10 7:08,2013-10-11 6:09,M,0,6,Medium,0
Male,20,Less than 25,African-American,5,2,-1,2013-09-25 6:05,2013-09-26 9:33,F,1,5,Medium,1
Male,25,25 - 45,Caucasian,3,1,-1,2013-09-28 10:45,2013-09-29 1:47,F,0,3,Low,0
Female,46,Greater than 45,Caucasian,1,0,0,2013-02-11 6:08,2013-02-11 7:34,F,0,1,Low,0
Male,26,25 - 45,African-American,10,1,123,2013-08-13 7:50,2013-08-14 12:22,F,1,10,High,1
Male,22,Less than 25,Caucasian,4,0,-1,2013-02-14 3:45,2013-02-15 8:13,M,0,4,Low,0
Male,38,25 - 45,Caucasian,4,10,0,2013-03-18 3:51,2013-03-18 2:08,F,1,4,Low,1
Female,36,25 - 45,Hispanic,1,9,-1,2014-01-24 4:17,2014-01-25 2:04,F,1,1,Low,1
Female,34,25 - 45,African-American,2,5,-1,2013-03-31 6:26,2013-04-09 11:12,F,1,2,Low,1
Male,18,Less than 25,African-American,5,4,7,2014-08-06 11:52,2014-08-30 2:57,F,1,5,Medium,1
Female,26,25 - 45,Caucasian,6,3,-1,2013-08-09 7:27,2013-08-10 9:45,F,1,6,Medium,1
Female,23,Less than 25,Caucasian,6,0,-1,2013-08-10 8:22,2013-08-22 5:29,F,0,6,Medium,0
Female,32,25 - 45,Hispanic,5,8,-8,2013-12-10 7:35,2013-12-17 7:46,M,1,5,Medium,1
Male,44,25 - 45,Caucasian,1,1,0,2014-01-30 4:51,2014-01-30 10:00,M,1,1,Low,1
Male,53,Greater than 45,Caucasian,4,9,-1,2013-04-14 5:05,2013-08-10 4:59,F,1,4,Low,1
Male,27,25 - 45,African-American,5,6,841,2015-05-21 2:06,2015-09-17 6:23,F,0,5,Medium,0
Male,27,25 - 45,African-American,4,4,0,2014-09-28 3:54,2014-09-29 3:38,F,1,4,Low,1
Male,25,25 - 45,Caucasian,6,2,0,2013-02-22 1:53,2013-02-22 9:26,F,1,6,Medium,0
Male,48,Greater than 45,Caucasian,6,18,48,2013-09-23 2:54,2014-02-04 6:27,F,1,6,Medium,1
Male,19,Less than 25,Caucasian,10,1,-1,2014-11-11 6:37,2014-11-19 9:44,F,1,10,High,1
Male,53,Greater than 45,Caucasian,2,0,-1,2013-04-20 4:59,2013-05-01 5:05,F,0,2,Low,0
Male,39,25 - 45,African-American,3,0,-3,2013-02-01 3:49,2013-02-02 1:43,M,0,3,Low,0
Male,37,25 - 45,Other,4,2,-1,2013-12-09 1:26,2014-01-29 3:40,F,1,4,Low,1
Male,27,25 - 45,African-American,8,6,0,2013-01-04 1:40,2013-01-04 6:08,F,1,8,High,1
Female,29,25 - 45,Caucasian,4,1,-45,2014-04-27 11:04,2014-05-03 11:09,F,1,4,Low,1
Female,21,Less than 25,African-American,10,2,-10,2013-05-31 8:17,2013-06-01 8:46,F,1,10,High,1
Female,24,Less than 25,African-American,9,7,-1,2014-02-11 5:51,2014-02-12 8:36,F,0,9,High,0
Male,33,25 - 45,Caucasian,1,0,-1,2013-03-09 4:50,2013-03-10 6:55,M,0,1,Low,0
Female,24,Less than 25,Caucasian,4,1,-24,2013-04-27 8:34,2013-04-28 2:23,M,0,4,Low,0
Male,46,Greater than 45,Caucasian,1,1,-4,2014-03-13 11:04,2014-03-14 9:08,F,0,1,Low,0
Male,32,25 - 45,Hispanic,7,7,-1,2013-04-05 6:42,2013-04-06 10:10,F,0,7,Medium,0
Male,24,Less than 25,Hispanic,3,2,-25,2013-02-28 1:07,2013-03-09 2:28,F,0,3,Low,0
Female,38,25 - 45,Caucasian,1,0,-1,2013-03-24 11:21,2013-03-27 3:17,F,0,1,Low,0
Male,30,25 - 45,African-American,10,13,0,2014-03-03 5:50,2014-03-06 3:23,F,1,10,High,1
Male,26,25 - 45,African-American,9,27,-1,2014-12-13 4:48,2014-12-23 5:37,M,1,9,High,1
Male,57,Greater than 45,Caucasian,1,2,-28,2013-01-10 1:43,2013-01-19 5:21,F,0,1,Low,0
Male,43,25 - 45,Caucasian,1,0,-1,2013-07-31 3:08,2013-08-02 4:52,F,0,1,Low,0
Male,22,Less than 25,African-American,6,0,0,2013-03-13 1:52,2013-03-13 2:19,M,0,6,Medium,0
Male,26,25 - 45,Caucasian,4,1,,,,M,0,4,Low,0
Female,28,25 - 45,African-American,9,9,-12,2013-07-25 10:07,2013-08-06 10:33,M,1,9,High,1
Male,51,Greater than 45,Caucasian,4,3,-1,2013-02-15 9:25,2013-02-22 7:32,F,0,4,Low,0
Male,41,25 - 45,Hispanic,1,3,-1,2014-03-12 9:03,2014-03-13 10:10,F,0,1,Low,0
Male,24,Less than 25,Caucasian,7,1,-1,2013-01-25 7:16,2013-01-26 7:21,F,0,7,Medium,0
Male,48,Greater than 45,African-American,2,3,-1,2013-10-12 5:11,2013-10-13 7:23,F,1,2,Low,1
Male,26,25 - 45,Caucasian,3,0,-1,2014-07-19 4:58,2014-07-21 1:33,M,1,3,Low,1
Male,31,25 - 45,African-American,2,6,0,2013-12-28 7:07,2013-12-29 2:49,F,1,2,Low,1
Male,27,25 - 45,African-American,10,6,-1,2013-02-02 6:25,2013-02-03 6:39,M,0,10,High,0
Male,25,25 - 45,African-American,4,0,-1,2014-02-02 5:51,2014-02-03 1:14,M,0,4,Low,0
Male,56,Greater than 45,Caucasian,3,3,0,2013-05-14 3:48,2013-05-14 8:07,M,0,3,Low,0
Female,29,25 - 45,African-American,4,1,-1,2014-01-05 10:19,2014-01-07 3:49,M,0,4,Low,0
Female,30,25 - 45,Caucasian,3,3,-1,2014-08-26 5:40,2014-08-26 9:02,F,1,3,Low,1
Male,21,Less than 25,African-American,8,0,-1,2013-04-09 2:31,2013-04-11 5:08,F,0,8,High,0
Male,22,Less than 25,Caucasian,4,1,-2,2013-07-20 7:21,2013-07-21 1:46,F,1,4,Low,1
Female,28,25 - 45,African-American,2,0,-1,2013-09-23 11:18,2013-09-24 9:19,M,0,2,Low,0
Male,35,25 - 45,African-American,1,2,0,2014-02-06 12:45,2014-02-06 9:34,F,0,1,Low,0
Male,23,Less than 25,Caucasian,2,0,-1,2013-03-14 4:59,2013-03-15 6:34,F,0,2,Low,0
Male,48,Greater than 45,African-American,8,4,0,2014-02-11 2:21,2014-02-11 8:51,F,0,8,High,0
Male,22,Less than 25,Caucasian,8,4,-1,2014-04-18 10:38,2014-04-21 8:08,M,1,8,High,1
Male,37,25 - 45,African-American,9,2,0,2013-02-17 12:47,2013-08-06 6:12,F,0,9,High,0
Male,33,25 - 45,African-American,1,0,-1,2014-02-03 1:54,2014-02-04 1:11,F,0,1,Low,0
Male,23,Less than 25,African-American,7,5,-1,2014-03-01 9:22,2014-03-03 2:30,F,1,7,Medium,1
Male,22,Less than 25,African-American,7,0,-1,2014-06-21 9:10,2014-06-22 8:04,M,1,7,Medium,1
Male,24,Less than 25,African-American,4,0,0,2014-01-16 12:57,2014-01-17 2:06,F,0,4,Low,0
Male,44,25 - 45,African-American,7,2,-1,2013-01-25 6:09,2013-01-30 8:27,M,0,7,Medium,0
Male,26,25 - 45,African-American,4,4,624,2014-09-25 11:04,2014-10-10 5:13,M,0,4,Low,0
Female,26,25 - 45,African-American,2,0,-1,2013-08-16 11:58,2013-08-17 1:12,M,0,2,Low,0
Male,29,25 - 45,African-American,6,2,-1,2013-10-24 5:41,2013-10-26 3:05,F,0,6,Medium,0
Male,26,25 - 45,Hispanic,2,0,-1,2013-05-27 7:12,2013-05-28 1:57,F,0,2,Low,0
Male,30,25 - 45,Caucasian,1,1,-1,2013-05-27 11:20,2013-05-28 8:51,M,0,1,Low,0
Male,23,Less than 25,African-American,6,1,-1,2013-04-17 8:54,2013-04-21 4:37,F,1,6,Medium,1
Male,42,25 - 45,Other,2,1,-2,2013-02-20 1:05,2013-02-21 7:53,F,0,2,Low,0
Female,28,25 - 45,African-American,3,0,-1,2013-03-17 6:10,2013-03-19 11:32,F,1,3,Low,1
Male,20,Less than 25,African-American,3,0,-1,2014-01-10 4:49,2014-01-21 7:13,F,0,3,Low,0
Female,24,Less than 25,Caucasian,7,7,-1,2014-01-01 4:54,2014-01-02 8:10,M,0,7,Medium,0
Female,36,25 - 45,Other,7,6,-21,2014-02-13 3:07,2014-02-13 8:19,F,1,7,Medium,1
Male,37,25 - 45,African-American,2,6,-1,2014-05-31 10:40,2014-06-01 8:20,F,1,2,Low,1
Female,21,Less than 25,African-American,9,1,-1,2013-04-26 4:34,2013-04-30 5:46,F,0,9,High,0
Male,27,25 - 45,African-American,5,8,-1,2014-07-19 11:52,2014-08-14 5:28,F,1,5,Medium,1
Male,26,25 - 45,African-American,4,2,-1,2013-08-26 11:16,2013-08-27 6:56,F,1,4,Low,1
Male,42,25 - 45,Caucasian,1,0,0,2013-10-13 1:34,2013-10-19 8:32,M,0,1,Low,0
Male,23,Less than 25,African-American,10,8,-1,2014-01-03 10:20,2014-01-06 8:02,F,1,10,High,1
Male,43,25 - 45,Caucasian,1,1,-131,2013-07-24 12:44,2013-07-25 5:00,F,0,1,Low,0
Female,55,Greater than 45,Caucasian,1,0,-3,2014-02-09 9:45,2014-02-10 9:40,M,0,1,Low,0
Male,38,25 - 45,Caucasian,3,0,53,2013-02-25 2:31,2013-02-25 11:33,F,1,3,Low,1
Male,24,Less than 25,Caucasian,6,1,-1,2013-10-22 6:22,2013-10-26 5:10,F,1,6,Medium,1
Male,23,Less than 25,African-American,4,0,0,2013-05-03 3:57,2013-05-04 3:31,M,0,4,Low,0
Female,64,Greater than 45,African-American,1,0,-1,2013-04-26 7:02,2013-04-30 8:30,F,0,1,Low,0
Male,48,Greater than 45,Other,1,0,-1,2013-09-22 5:49,2013-09-24 4:27,M,0,1,Low,0
Male,32,25 - 45,African-American,5,11,805,2015-05-05 1:17,2015-05-06 5:23,F,1,5,Medium,1
Female,39,25 - 45,African-American,5,0,0,2013-02-22 12:24,2013-04-21 4:55,F,1,5,Medium,1
Male,30,25 - 45,Caucasian,2,0,-1,2013-05-25 9:00,2013-05-26 8:33,M,0,2,Low,0
Female,22,Less than 25,African-American,4,1,-3,2014-01-04 1:34,2014-01-04 1:28,M,0,4,Low,0
Male,20,Less than 25,African-American,6,2,0,2014-10-14 3:01,2014-12-11 10:14,F,1,6,Medium,1
Male,21,Less than 25,African-American,4,0,-1,2013-11-04 3:52,2013-11-08 9:12,F,1,4,Low,1
Male,24,Less than 25,Caucasian,4,0,0,2013-10-17 2:19,2013-10-17 7:42,F,0,4,Low,0
Male,49,Greater than 45,Hispanic,1,2,-40,2013-08-11 11:18,2013-09-20 11:58,M,1,1,Low,0
Male,50,Greater than 45,Caucasian,1,2,-32,2013-11-21 7:33,2013-11-22 8:30,F,0,1,Low,0
Male,30,25 - 45,African-American,7,3,-1,2013-04-28 4:58,2013-11-20 9:13,M,0,7,Medium,0
Male,51,Greater than 45,African-American,8,12,21,2014-06-20 11:16,2014-11-19 2:03,F,1,8,High,1
Male,21,Less than 25,African-American,9,2,111,2013-09-04 9:05,2013-10-22 9:02,M,1,9,High,1
Male,21,Less than 25,African-American,10,1,-1,2013-12-25 6:34,2013-12-27 6:20,F,1,10,High,1
Male,31,25 - 45,African-American,10,1,-1,2013-09-11 3:42,2013-09-12 1:29,F,0,10,High,0
Male,23,Less than 25,African-American,7,2,-1,2013-02-16 6:08,2013-02-20 5:21,M,1,7,Medium,1
Male,23,Less than 25,Hispanic,7,0,-1,2013-02-26 1:06,2013-02-27 1:44,M,0,7,Medium,0
Male,32,25 - 45,African-American,4,4,-1,2013-11-15 6:14,2013-11-16 8:19,F,1,4,Low,1
Male,28,25 - 45,African-American,6,11,-1,2013-02-06 2:17,2013-02-08 7:30,F,1,6,Medium,1
Male,50,Greater than 45,Caucasian,10,16,-68,2013-01-10 8:07,2013-03-18 11:23,F,1,10,High,1
Male,24,Less than 25,African-American,2,0,-1,2014-02-14 1:26,2014-02-15 8:43,F,0,2,Low,0
Female,19,Less than 25,African-American,4,1,-1,2014-12-06 4:25,2014-12-08 9:29,F,1,4,Low,1
Male,31,25 - 45,Other,1,1,0,2013-11-27 3:46,2013-11-28 2:38,M,0,1,Low,0
Male,29,25 - 45,African-American,4,3,0,2013-02-20 1:28,2013-02-20 1:32,F,1,4,Low,1
Male,41,25 - 45,African-American,6,6,-1,2013-12-01 4:32,2014-01-09 9:57,F,1,6,Medium,1
Male,28,25 - 45,African-American,3,4,-1,2013-11-07 7:17,2013-12-11 9:33,M,1,3,Low,1
Male,29,25 - 45,Caucasian,4,6,-1,2014-03-27 9:27,2014-03-28 1:15,F,1,4,Low,1
Male,49,Greater than 45,Caucasian,5,0,-1,2013-02-13 5:22,2013-02-14 10:04,F,0,5,Medium,0
Male,42,25 - 45,Caucasian,1,0,0,2014-03-26 12:42,2014-03-26 8:34,M,0,1,Low,0
Male,38,25 - 45,African-American,2,4,-1,2013-09-25 11:38,2013-09-26 7:54,M,0,2,Low,0
Male,22,Less than 25,African-American,6,3,-1,2013-11-16 8:07,2013-12-02 9:03,F,1,6,Medium,1
Male,46,Greater than 45,Caucasian,2,0,-1,2013-01-20 10:33,2013-02-27 5:23,M,1,2,Low,1
Male,63,Greater than 45,Caucasian,1,1,,,,F,0,1,Low,0
Male,38,25 - 45,African-American,3,0,-1,2013-11-10 4:15,2013-11-11 7:49,F,1,3,Low,1
Male,36,25 - 45,African-American,6,0,-1,2013-10-22 5:43,2013-10-23 1:34,F,0,6,Medium,0
Female,27,25 - 45,African-American,7,10,-58,2014-11-03 10:12,2014-11-22 5:18,M,1,7,Medium,1
Male,22,Less than 25,Caucasian,9,6,-1,2013-08-26 9:12,2013-08-27 7:05,F,1,9,High,1
Male,29,25 - 45,African-American,10,11,-1,2013-02-27 10:06,2013-02-28 7:41,M,0,10,High,0
Male,23,Less than 25,African-American,4,6,40,2014-12-10 5:28,2014-12-15 7:18,F,1,4,Low,1
Male,39,25 - 45,African-American,2,2,-1,2013-04-21 4:21,2013-04-22 6:59,M,0,2,Low,0
Male,47,Greater than 45,Caucasian,2,0,-1,2013-05-13 9:39,2013-05-16 6:45,M,0,2,Low,0
Male,26,25 - 45,African-American,10,7,-1,2013-02-22 5:14,2013-02-24 2:35,F,1,10,High,1
Female,21,Less than 25,African-American,5,0,-4,2013-01-31 3:17,2013-02-04 12:31,F,1,5,Medium,1
Male,55,Greater than 45,African-American,8,12,-40,2013-02-14 12:43,2013-03-15 3:27,F,0,8,High,0
Male,63,Greater than 45,African-American,1,2,-1,2014-03-28 11:14,2014-03-30 4:46,M,0,1,Low,0
Male,27,25 - 45,African-American,2,2,-1,2013-12-25 11:06,2013-12-26 8:38,F,1,2,Low,1
Male,55,Greater than 45,Caucasian,5,27,-1,2014-03-29 8:00,2014-03-31 3:18,M,0,5,Medium,0
Male,57,Greater than 45,Caucasian,1,21,-33,2014-01-23 1:33,2014-02-13 12:39,M,1,1,Low,1
Male,24,Less than 25,Hispanic,2,1,,,,F,0,2,Low,0
Male,54,Greater than 45,Other,2,2,-1,2013-09-07 5:25,2013-09-08 6:43,M,1,2,Low,1
Male,30,25 - 45,African-American,4,2,,,,F,1,4,Low,1
Male,26,25 - 45,African-American,6,3,,,,M,0,6,Medium,0
Male,26,25 - 45,Caucasian,5,0,-1,2014-11-25 10:53,2014-11-27 4:43,F,1,5,Medium,1
Male,37,25 - 45,Caucasian,2,1,-9,2013-11-05 5:01,2013-11-06 1:55,M,0,2,Low,0
Male,25,25 - 45,African-American,5,4,-170,2013-03-25 4:45,2013-03-29 5:47,M,0,5,Medium,0
Male,34,25 - 45,African-American,1,0,-1,2013-02-11 4:22,2013-02-12 7:48,F,0,1,Low,0
Female,48,Greater than 45,Hispanic,1,4,-6,2014-06-27 5:16,2014-06-28 12:59,F,1,1,Low,1
Male,25,25 - 45,African-American,7,2,-1,2014-10-19 9:45,2014-12-08 8:36,F,1,7,Medium,1
Male,57,Greater than 45,Other,1,0,-1,2013-09-10 9:26,2013-09-11 1:40,F,1,1,Low,0
Male,46,Greater than 45,Caucasian,5,2,-55,2013-05-30 3:17,2013-05-30 1:14,F,0,5,Medium,0
Male,21,Less than 25,Hispanic,3,0,-1,2014-08-06 8:12,2014-08-08 4:02,F,1,3,Low,1
Male,32,25 - 45,African-American,9,8,-1,2013-09-16 6:50,2013-09-17 7:08,F,0,9,High,0
Female,25,25 - 45,African-American,9,5,-1,2013-04-23 11:49,2013-04-24 7:42,F,1,9,High,1
Male,35,25 - 45,African-American,8,4,96,2014-05-10 9:42,2014-08-27 6:23,F,1,8,High,1
Female,33,25 - 45,African-American,3,2,-1,2014-03-05 3:53,2014-03-07 5:21,F,1,3,Low,1
Male,26,25 - 45,African-American,5,2,-1,2013-08-20 8:29,2013-09-11 5:35,F,1,5,Medium,1
Male,49,Greater than 45,Caucasian,5,10,302,2014-01-15 7:30,2014-02-27 6:30,F,1,5,Medium,1
Male,29,25 - 45,African-American,4,2,-1,2013-05-07 3:17,2013-05-10 9:37,M,0,4,Low,0
Male,28,25 - 45,Caucasian,4,6,0,2013-03-16 12:00,2013-03-18 7:35,M,1,4,Low,1
Male,53,Greater than 45,African-American,5,20,-3,2013-10-15 6:39,2013-10-18 10:33,F,0,5,Medium,0
Male,57,Greater than 45,Hispanic,1,1,-15,2013-02-24 5:08,2013-02-25 7:21,M,0,1,Low,0
Male,29,25 - 45,African-American,10,3,-119,2013-10-16 9:53,2014-02-12 11:17,F,1,10,High,1
Male,27,25 - 45,Caucasian,2,0,-1,2013-04-15 6:32,2013-05-29 1:43,F,0,2,Low,0
Male,48,Greater than 45,Caucasian,2,0,-1,2014-01-23 9:26,2014-01-24 9:36,F,0,2,Low,0
Male,29,25 - 45,Hispanic,2,0,0,2014-10-01 4:15,2014-10-04 9:16,M,1,2,Low,1
Male,25,25 - 45,Caucasian,4,1,0,2014-09-22 3:22,2014-09-25 4:34,M,1,4,Low,1
Male,67,Greater than 45,Caucasian,1,0,-1,2013-05-03 11:25,2013-05-05 7:13,F,0,1,Low,0
Male,29,25 - 45,African-American,5,2,0,2013-11-16 2:35,2013-11-16 7:53,M,1,5,Medium,0
Female,53,Greater than 45,African-American,2,3,-1,2013-05-22 2:23,2013-05-24 9:54,F,0,2,Low,0
Male,23,Less than 25,Caucasian,5,1,-40,2013-06-16 2:09,2013-07-26 12:11,F,0,5,Medium,0
Male,49,Greater than 45,African-American,1,0,-4,2013-03-14 11:29,2013-03-15 7:01,F,0,1,Low,0
Female,44,25 - 45,Caucasian,1,0,-1,2013-11-01 8:05,2013-11-02 1:19,M,1,1,Low,0
Female,55,Greater than 45,Hispanic,1,0,-1,2014-03-21 8:37,2014-03-22 1:21,F,0,1,Low,0
Male,26,25 - 45,African-American,8,10,-1,2014-12-07 9:09,2014-12-09 10:26,F,1,8,High,1
Male,51,Greater than 45,Caucasian,1,2,-64,2014-05-05 6:19,2014-07-08 1:57,F,1,1,Low,1
Male,46,Greater than 45,African-American,1,0,-1,2013-12-30 5:41,2013-12-31 1:23,M,1,1,Low,0
Male,30,25 - 45,Caucasian,3,1,-1,2013-05-06 6:10,2013-05-07 1:19,F,1,3,Low,1
Female,48,Greater than 45,African-American,6,0,-1,2014-06-22 10:10,2014-07-02 3:07,F,1,6,Medium,1
Male,77,Greater than 45,African-American,1,1,-1,2014-03-31 5:06,2014-04-02 12:46,M,1,1,Low,1
Male,21,Less than 25,African-American,10,2,-1,2013-09-12 11:37,2013-09-13 11:41,F,1,10,High,1
Male,46,Greater than 45,Caucasian,6,11,-122,2013-12-16 4:17,2014-02-12 10:41,F,1,6,Medium,1
Male,54,Greater than 45,African-American,3,4,-1,2013-10-11 4:00,2013-10-14 5:36,F,1,3,Low,1
Male,54,Greater than 45,Caucasian,2,3,-1,2013-04-24 9:17,2013-04-25 1:20,F,0,2,Low,0
Male,26,25 - 45,African-American,9,15,-1,2014-01-21 4:59,2014-03-05 4:11,F,0,9,High,0
Male,23,Less than 25,African-American,9,8,0,2013-04-27 5:08,2014-01-07 6:58,F,1,9,High,1
Male,27,25 - 45,Hispanic,2,1,-86,2013-01-22 3:25,2013-01-25 2:25,F,0,2,Low,0
Male,39,25 - 45,Caucasian,2,2,0,2013-11-15 3:22,2013-12-03 11:40,F,0,2,Low,0
Male,35,25 - 45,Hispanic,7,13,-1,2013-11-05 6:09,2013-11-09 9:07,F,0,7,Medium,0
Male,29,25 - 45,African-American,1,1,-1,2013-09-14 2:30,2013-09-15 1:33,M,1,1,Low,1
Male,30,25 - 45,African-American,4,9,-1,2014-02-05 2:24,2014-02-06 9:14,M,1,4,Low,1
Male,41,25 - 45,African-American,3,6,-1,2013-09-05 3:59,2013-09-11 5:35,F,1,3,Low,0
Male,32,25 - 45,African-American,10,1,-1,2013-10-13 9:56,2014-02-05 11:25,M,0,10,High,0
Male,48,Greater than 45,African-American,6,12,-24,2013-03-16 12:22,2013-03-16 1:38,M,0,6,Medium,0
Male,39,25 - 45,Caucasian,6,2,-120,2013-09-16 1:06,2013-11-19 10:46,F,0,6,Medium,0
Male,52,Greater than 45,African-American,6,0,-1,2014-11-27 9:00,2014-12-01 10:10,M,1,6,Medium,1
Male,31,25 - 45,African-American,1,3,0,2013-09-06 12:54,2013-09-06 9:10,F,1,1,Low,1
Male,22,Less than 25,Caucasian,5,1,-1,2013-09-16 7:00,2013-09-17 12:10,F,1,5,Medium,1
Male,56,Greater than 45,African-American,3,4,-50,2013-11-27 11:15,2013-11-28 12:56,M,1,3,Low,1
Female,46,Greater than 45,Caucasian,1,0,0,2013-09-07 12:48,2013-09-07 9:24,M,0,1,Low,0
Female,52,Greater than 45,Caucasian,7,23,-62,2014-07-23 2:32,2014-09-23 11:19,F,1,7,Medium,1
Male,29,25 - 45,African-American,4,7,-1,2014-05-06 7:36,2014-05-07 8:47,F,1,4,Low,1
Female,22,Less than 25,African-American,7,0,-2,2013-05-07 4:52,2013-05-08 1:00,F,0,7,Medium,0
Male,32,25 - 45,Hispanic,1,1,-47,2013-01-18 10:07,2013-01-19 8:57,F,0,1,Low,0
Male,39,25 - 45,African-American,4,8,-1,2013-04-11 2:07,2013-05-21 6:41,F,0,4,Low,0
Male,35,25 - 45,African-American,6,9,-1,2013-08-14 3:08,2013-08-15 7:53,F,0,6,Medium,0
Male,26,25 - 45,African-American,1,1,0,2014-01-21 1:53,2014-02-04 7:20,M,0,1,Low,0
Male,27,25 - 45,African-American,2,1,0,2013-02-27 12:25,2013-02-27 2:41,F,1,2,Low,0
Male,27,25 - 45,African-American,10,5,-28,2014-05-27 8:49,2014-06-24 11:02,F,1,10,High,1
Female,34,25 - 45,Caucasian,9,10,22,2014-09-18 11:18,2014-10-02 9:03,F,1,9,High,1
Male,47,Greater than 45,African-American,9,21,-124,2013-05-23 1:49,2013-09-12 10:31,F,1,9,High,1
Male,27,25 - 45,African-American,2,2,104,2014-05-21 12:16,2014-06-22 3:06,M,0,2,Low,0
Male,27,25 - 45,Hispanic,6,6,1026,2016-02-19 5:00,2016-03-04 8:51,F,1,6,Medium,0
Female,32,25 - 45,African-American,1,0,0,2014-12-17 1:46,2014-12-17 8:04,M,1,1,Low,1
Male,28,25 - 45,Hispanic,8,8,407,2014-04-09 12:32,2014-06-05 5:29,M,1,8,High,1
Male,25,25 - 45,African-American,9,5,-1,2013-03-11 9:55,2013-03-16 7:55,F,1,9,High,1
Male,22,Less than 25,Caucasian,5,2,-1,2014-03-27 8:50,2014-04-21 5:34,M,1,5,Medium,1
Male,43,25 - 45,Caucasian,2,4,-55,2013-05-24 8:57,2013-05-25 10:31,M,0,2,Low,0
Male,52,Greater than 45,African-American,9,7,-1,2013-04-23 4:49,2013-08-19 2:59,F,1,9,High,1
Male,21,Less than 25,African-American,10,2,0,2013-09-13 6:24,2013-09-14 4:42,F,1,10,High,1
Male,28,25 - 45,African-American,9,11,-1,2014-05-14 11:19,2014-05-16 3:45,F,1,9,High,1
